"","X.2","X.1","X","Student","Gender","IPEDS.Ethnicity","Low.Income","First.Generation","Admit.Type","Evaluated.High.School.GPA","Highlander.Scholarship","Chancellor.s.Scholarship","Regents..Scholarship","Previous.School","College","Major","UCR.Entry.Action","Admitted.Honors.Cohort","Permanent.City","Permanent.State","Capstone.Project.Completion","County","Region"
"450",450,450,450,450,"F","WHITE","N","Y","Transfer",NA,"N","N","N",NA,NA,"MCBL","First Time Transfer","Incoming Transfer","Palmdale","CA","Yes","Los Angeles","8"
"451",451,451,451,451,"M","HISPANIC OR LATINO","N","N","Freshman",3.9,"N","N","N",NA,"HS","PRBS","First Time Freshman","First Year","Perris","CA","N","Riverside","7"
"452",452,452,452,452,"F","HISPANIC OR LATINO","Y","N","Freshman",3.95,"N","N","N",NA,"HS","PSYC","First Time Freshman","First Year","Riverside","CA","N","Riverside","7"
"453",453,453,453,453,"F","HISPANIC OR LATINO","N","Y","Freshman",3.85,"N","N","N","Redondo Union High School",NA,"BCH","First Time Freshman","Second Year","Carson","CA","Yes","Los Angeles","8"
"454",454,454,454,454,"F","MULTI-RACIAL","N","Y","Freshman",3.95,"N","N","N",NA,NA,"BIOL","First Time Freshman","First Year","Temecula","CA","N","Riverside","7"
"455",455,455,455,455,"F","ASIAN","N","Y","Freshman",4,"N","N","N",NA,NA,"BCH","First Time Freshman","First Year","Dublin","CA","N","Alameda","3"
"456",456,456,456,456,"F","WHITE","N","Y","Freshman",4.05,"N","N","N","Westchester Hebrew High School","HS","SOC","First Time Freshman","Other","Brooklyn","Out-Of-State","Yes","Other","Other"
"457",457,457,457,457,"M","MULTI-RACIAL","N","N","Freshman",NA,"N","N","N",NA,NA,"ENTM","First Time Freshman","Second Year","Exeter","CA","Yes","Tulare","6"
"458",458,458,458,458,"M","ASIAN","N","Y","Freshman",4.3,"Y","N","N",NA,"EN","CHEN","First Time Freshman","First Year","Riverside","CA","Yes","Riverside","7"
"459",459,459,459,459,"F","ASIAN","Y","Y","Freshman",4.36,"Y","N","N","Moreno Valley High School",NA,"BIOL","First Time Freshman","Second Year","Moreno Valley","CA","N","Riverside","7"
"460",460,460,460,460,"F","ASIAN","Y","Y","Freshman",NA,"N","Y","N",NA,"EN","ENEN","First Time Freshman","First Year","Murrieta","CA","N","Riverside","7"
"461",461,461,461,461,"F","ASIAN","N","N","Freshman",4.36,"Y","N","N","Hillcrest High School",NA,"BCH","First Time Freshman","Second Year","Riverside","CA","Yes","Riverside","7"
"462",462,462,462,462,"F","ASIAN","N","Y","Freshman",3.91,"N","N","N","Murrieta Valley High School","EN","MCEN","First Time Freshman","Second Year","Fountain Valley","CA","Yes","Orange","9"
"463",463,463,463,463,"F","ASIAN","N","Y","Freshman",3.9,"N","N","N",NA,"HS","PRBS","First Time Freshman","First Year","Westminster","CA","N","Orange","9"
"464",464,464,464,464,"F","ASIAN","N","N","Freshman",3.78,"N","Y","N","Yorba Linda High School","EN","ENCS","First Time Freshman","Third Year","Irvine","CA","Yes","Orange","9"
"465",465,465,465,465,"F","MULTI-RACIAL","N","N","Transfer",NA,"N","N","N",NA,NA,"NURO","First Time Transfer","Incoming Transfer","Loma Linda","CA","Yes","San Bernardino","7"
"466",466,466,466,466,"M","ASIAN","N","Y","Freshman",4.3,"Y","N","N",NA,NA,"BCH","First Time Freshman","First Year","Beaumont","CA","Yes","Riverside","7"
"467",467,467,467,467,"M","WHITE","Y","Y","Freshman",4.05,"Y","N","N","Jurupa Valley High School",NA,"MTSS","First Time Freshman","Other","Riverside","CA","N","Riverside","7"
"468",468,468,468,468,"F","ASIAN","N","N","Freshman",4,"Y","N","N","Redlands East Valley Hs",NA,"BIOL","First Time Freshman","Other","Redlands","CA","N","San Bernardino","7"
"469",469,469,469,469,"M","HISPANIC OR LATINO","Y","Y","Other",3.2,"N","N","N","Adelanto High School","HS","MCS","First Time Freshman","Third Year","Adelanto","CA","Yes","San Bernardino","7"
"470",470,470,470,470,"F","ASIAN","N","Y","Freshman",3.9,"N","N","N",NA,NA,"BCH","First Time Freshman","First Year","Cupertino","CA","N","Santa Clara","3"
"471",471,471,471,471,"M","ASIAN","N","Y","Freshman",4.22,"N","Y","N","Nogales High School",NA,"BIOL","First Time Freshman","Other","Walnut","CA","Yes","Los Angeles","8"
"472",472,472,472,472,"M","WHITE","N","Y","Freshman",4.36,"N","N","Y",NA,NA,"BCH","First Time Freshman","First Year","Riverside","CA","N","Riverside","7"
"473",473,473,473,473,"M","WHITE","N","Y","Transfer",NA,"N","N","N","Shasta College","HS","CRWT","First Time Transfer","Other","Redding","CA","Yes","Shasta","1"
"474",474,474,474,474,"F","WHITE","Y","N","Freshman",3.8,"N","N","N",NA,"HS","CRWT","First Time Freshman","First Year","San Bernardino","CA","N","San Bernardino","7"
"475",475,475,475,475,"M","HISPANIC OR LATINO","Y","Y","Freshman",3.81,"N","N","N","Indio High School","EN","ENCS","First Time Freshman","Third Year","Indio","CA","N","Riverside","7"
"476",476,476,476,476,"F","Other","N","Y","Freshman",3.8,"N","N","N",NA,"HS","PSYC","First Time Freshman","First Year","Palo Alto","CA","N","Santa Clara","3"
"477",477,477,477,477,"F","MULTI-RACIAL","N","N","Transfer",NA,"N","N","N",NA,"HS","PSYC","First Time Transfer","Incoming Transfer","Ridgecrest","CA","Yes","Kern","6"
"478",478,478,478,478,"F","ASIAN","N","Y","Freshman",3.84,"N","N","N",NA,NA,"BIOL","First Time Freshman","First Year","Arcadia","CA","N","Los Angeles","8"
"479",479,479,479,479,NA,"Other","N","N","Freshman",4.25,"Y","N","N","Arrowhead Christian Academy",NA,"BIOL","First Time Freshman","Third Year","Redlands","CA","Yes","San Bernardino","7"
"480",480,480,480,480,"M","ASIAN","N","Y","Freshman",3.82,"N","N","N",NA,"HS","PRBS","First Time Freshman","First Year","Thousand Oaks","CA","N","Ventura","5"
"481",481,481,481,481,"F","ASIAN","N","Y","Freshman",4,"N","N","N","George Washington High School","HS","TFDP","First Time Freshman","Third Year","San Francisco","CA","N","San Francisco","3"
"482",482,482,482,482,"M","ASIAN","N","N","Other",NA,"N","N","N",NA,NA,"CMDB","First Time Transfer","Incoming Transfer","Camarillo","CA","N","Ventura","5"
"483",483,483,483,483,NA,"ASIAN","N","N","Other",4.09,"N","N","N","Spirit Academy","HS","ENGL","First Time Freshman","Second Year","Corona","CA","Yes","Riverside","7"
"484",484,484,484,484,"F","ASIAN","Y","N","Transfer",NA,"N","N","N",NA,NA,"BIOL","First Time Transfer","Incoming Transfer","Riverside","CA","Yes","Riverside","7"
"485",485,485,485,485,"M","WHITE","N","N","Transfer",NA,"N","N","N",NA,NA,"NURO","First Time Transfer","Incoming Transfer","Folsom","CA","Yes","Sacramento","1"
"486",486,486,486,486,"F","ASIAN","Y","Y","Freshman",3.56,"N","N","N",NA,"HS","PSYC","First Time Freshman","Second Year","Arcadia","CA","Yes","Los Angeles","8"
"487",487,487,487,487,"F","ASIAN","Y","Y","Freshman",3.9,"N","N","N",NA,NA,"MCBL","First Time Freshman","First Year","Cerritos","CA","N","Los Angeles","8"
"488",488,488,488,488,"F","MULTI-RACIAL","N","Y","Freshman",3.95,"N","N","N",NA,NA,"NAUL","First Time Freshman","First Year","Los Angeles","CA","N","Los Angeles","8"
"489",489,489,489,489,"M","MULTI-RACIAL","Y","N","Transfer",NA,"N","N","N","Glendale Community College","BU","BSAD","First Time Transfer","Incoming Transfer","Glendale","CA","Yes","Los Angeles","8"
"490",490,490,490,490,"M","ASIAN","N","N","Freshman",3.39,"N","N","N",NA,"BU","BSAD","First Time Freshman","Third Year","Cupertino","CA","Yes","Santa Clara","3"
"491",491,491,491,491,"F","HISPANIC OR LATINO","N","N","Transfer",NA,"N","N","N","San Diego Mesa College","HS","CRWT","First Time Transfer","Incoming Transfer","San Ysidro","CA","Yes","Other","Other"
"492",492,492,492,492,"F","MULTI-RACIAL","N","N","Transfer",NA,"N","N","N",NA,"HS","ENGL","First Time Transfer","Incoming Transfer","La Verne","CA","N","Los Angeles","8"
"493",493,493,493,493,"F","HISPANIC OR LATINO","Y","Y","Freshman",4.13,"N","N","N","Martin Luther King High School",NA,"BIOL","First Time Freshman","Second Year","Riverside","CA","Yes","Riverside","7"
"494",494,494,494,494,"F","HISPANIC OR LATINO","N","N","Freshman",4.25,"Y","N","N","Claremont High School","HS","HSUN","First Time Freshman","Second Year","Jurupa Valley","CA","N","Riverside","7"
"495",495,495,495,495,"F","HISPANIC OR LATINO","N","Y","Freshman",4,"Y","N","N","Ruben S Ayala High School",NA,"NURO","First Time Freshman","Other","Chino Hills","CA","Yes","San Bernardino","7"
"496",496,496,496,496,"F","HISPANIC OR LATINO","Y","Y","Freshman",4.08,"Y","N","N","Sultana High School",NA,"BIOL","First Time Freshman","Second Year","Hesperia","CA","Yes","San Bernardino","7"
"497",497,497,497,497,"F","HISPANIC OR LATINO","Y","Y","Freshman",4.3,"N","N","N","High Tech High-North County","HS","HSUN","First Time Freshman","Second Year","Escondido","CA","N","San Diego","10"
"498",498,498,498,498,"M","HISPANIC OR LATINO","Y","Y","Freshman",3.77,"N","N","N","Brawley Union High School","HS","PSYC","First Time Freshman","Second Year","Brawley","CA","N","Imperial","10"
"499",499,499,499,499,"F","HISPANIC OR LATINO","N","Y","Freshman",3.58,"N","N","N",NA,"HS","POSC","First Time Freshman","Second Year","Grand Terrace","CA","Yes","San Bernardino","7"
"500",500,500,500,500,"F","WHITE","N","N","Freshman",4.04,"N","Y","N","Redlands High School","HS","PBPL","First Time Freshman","Other","Redlands","CA","Yes","San Bernardino","7"
"501",501,501,501,501,"F","WHITE","N","N","Freshman",3.45,"N","N","N",NA,"HS","HSUN","First Time Freshman","Second Year","Rockford","Out-Of-State","N","Other","Other"
"502",502,502,502,502,"M","NON-RESIDENT ALIEN","N","N","Freshman",3.85,"N","N","N","Damien High School","EN","ELEN","First Time Freshman","Third Year","Shanghai","Out-Of-State","Yes","Other","Other"
"503",503,503,503,503,"F","ASIAN","N","Y","Transfer",NA,"N","N","N",NA,"HS","LBST","First Time Transfer","Incoming Transfer","Moreno Valley","CA","Yes","Riverside","7"
"504",504,504,504,504,"F","ASIAN","N","Y","Freshman",3.9,"Y","N","N","Lowell High School","HS","NRSC","First Time Freshman","Other","San Francisco","CA","Yes","San Francisco","3"
"505",505,505,505,505,"F","ASIAN","N","Y","Freshman",3.8,"N","N","N",NA,NA,"BCH","First Time Freshman","First Year","Winchester","CA","N","Other","Other"
"506",506,506,506,506,"M","ASIAN","N","N","Freshman",3.75,"N","N","N","Irvine High School","HS","PRBS","First Time Freshman","Third Year","Irvine","CA","N","Orange","9"
"507",507,507,507,507,"M","HISPANIC OR LATINO","N","N","Freshman",4.2,"Y","N","N","Los Osos High School","HS","SPN","First Time Freshman","Third Year","Alta Loma","CA","N","Other","Other"
"508",508,508,508,508,"M","HISPANIC OR LATINO","N","N","Freshman",3.7,"N","N","N","Arcadia High School","HS","POSC","First Time Freshman","Third Year","Arcadia","CA","N","Los Angeles","8"
"509",509,509,509,509,"M","ASIAN","N","Y","Freshman",3.8,"Y","N","N",NA,"EN","BIEN","First Time Freshman","First Year","Orange","CA","N","Orange","9"
"510",510,510,510,510,"F","ASIAN","N","Y","Freshman",3.22,"N","N","N",NA,NA,"STAT","First Time Freshman","Second Year","Santa Clara","CA","Yes","Santa Clara","3"
"511",511,511,511,511,"M","ASIAN","N","Y","Freshman",3.92,"N","Y","N",NA,NA,"BCH","First Time Freshman","First Year","Placentia","CA","N","Orange","9"
"512",512,512,512,512,"M","ASIAN","Y","N","Freshman",4,"N","N","N","Los Osos High School",NA,"NAUL","First Time Freshman","Second Year","Fontana","CA","Yes","San Bernardino","7"
"513",513,513,513,513,"F","HISPANIC OR LATINO","Y","Y","Freshman",3.76,"N","N","N","Artesia High School","Other","ESHD","First Time Freshman","Third Year","Hawaiian Gardens","CA","Yes","Los Angeles","8"
"514",514,514,514,514,"F","HISPANIC OR LATINO","Y","Y","Freshman",3.43,"N","N","N","Arlington High School","HS","SOC","First Time Freshman","Other","Riverside","CA","Yes","Riverside","7"
"515",515,515,515,515,"F","HISPANIC OR LATINO","N","N","Freshman",4.23,"N","Y","N","Cajon High School","HS","SOC","First Time Freshman","Second Year","San Bernardino","CA","N","San Bernardino","7"
"516",516,516,516,516,"F","HISPANIC OR LATINO","N","N","Freshman",NA,"N","N","N","Cerritos High School","HS","PSIA","First Time Freshman","First Year","La Habra Heights","CA","Yes","Los Angeles","8"
"517",517,517,517,517,"M","ASIAN","N","N","Transfer",NA,"N","N","N","Norco College","HS","PSYC","First Time Transfer","Incoming Transfer","Corona","CA","N","Riverside","7"
"518",518,518,518,518,"F","ASIAN","N","Y","Transfer",NA,"N","N","N",NA,NA,"CHEM","First Time Transfer","Incoming Transfer","Palm Desert","CA","N","Riverside","7"
"519",519,519,519,519,"F","WHITE","N","Y","Freshman",NA,"N","N","N","Dougherty Valley High School","Other","PBPY","First Time Freshman","First Year","San Ramon","CA","Yes","Contra Costa","3"
"520",520,520,520,520,"F","ASIAN","N","N","Freshman",3.45,"N","N","N",NA,"HS","HSAT","First Time Freshman","Third Year","Monterey Park","CA","Yes","Los Angeles","8"
"521",521,521,521,521,"M","ASIAN","N","N","Freshman",3.66,"N","N","N","Troy High School",NA,"BIOL","First Time Freshman","Second Year","La Mirada","CA","Yes","Los Angeles","8"
"522",522,522,522,522,"F","ASIAN","N","N","Freshman",4.09,"N","Y","N","Santa Susana High School",NA,"NURO","First Time Freshman","Other","Simi Valley","CA","Yes","Ventura","5"
"523",523,523,523,523,"M","MULTI-RACIAL","N","N","Freshman",4.1,"Y","N","N","Arlington High School",NA,"BIOL","First Time Freshman","Second Year","Riverside","CA","Yes","Riverside","7"
"524",524,524,524,524,"F","ASIAN","N","Y","Freshman",4.09,"N","N","N",NA,"HS","PSYC","First Time Freshman","Second Year","Cerritos","CA","N","Los Angeles","8"
"525",525,525,525,525,"M","WHITE","N","Y","Transfer",NA,"N","N","N",NA,"HS","HIST","First Time Transfer","Incoming Transfer","Murrieta","CA","N","Riverside","7"
"526",526,526,526,526,"F","ASIAN","N","Y","Freshman",3.95,"N","N","N",NA,NA,"NURO","First Time Freshman","First Year","Montclair","CA","N","San Bernardino","7"
"527",527,527,527,527,"F","MULTI-RACIAL","N","N","Freshman",3.88,"N","N","N","Albert Einstein Letter Art Sci",NA,"BIOL","First Time Freshman","Third Year","Valencia","CA","N","Other","Other"
"528",528,528,528,528,"F","HISPANIC OR LATINO","N","Y","Freshman",3.5,"N","N","N",NA,"HS","LING","First Time Freshman","Third Year","Panorama City","CA","N","Other","Other"
"529",529,529,529,529,"M","MULTI-RACIAL","Y","N","Freshman",3.59,"N","N","N","Summit High School","HS","ENGL","First Time Freshman","Other","Fontana","CA","Yes","San Bernardino","7"
"530",530,530,530,530,"F","HISPANIC OR LATINO","N","N","Freshman",3.43,"N","N","N",NA,"HS","LBST","First Time Freshman","Third Year","Riverside","CA","Yes","Riverside","7"
"531",531,531,531,531,"F","ASIAN","N","N","Transfer",NA,"N","N","N",NA,"HS","SOC","First Time Transfer","Incoming Transfer","Mission Hills","CA","N","Other","Other"
"532",532,532,532,532,"F","ASIAN","N","N","Freshman",NA,"N","N","N",NA,"HS","PSYC","First Time Freshman","Third Year","Rancho Cucamonga","CA","Yes","San Bernardino","7"
"533",533,533,533,533,"F","ASIAN","N","N","Freshman",4.4,"N","Y","N","Colton High School","EN","BIEN","First Time Freshman","Third Year","Colton","CA","Yes","San Bernardino","7"
"534",534,534,534,534,"F","HISPANIC OR LATINO","Y","Y","Freshman",4.33,"N","Y","N","Indian Springs High School","HS","PSYC","First Time Freshman","Second Year","San Bernardino","CA","N","San Bernardino","7"
"535",535,535,535,535,"F","HISPANIC OR LATINO","N","Y","Freshman",3.77,"N","N","N","Yucaipa Senior High School","HS","SOC","First Time Freshman","Third Year","yucaipa","CA","N","Other","Other"
"536",536,536,536,536,"F","ASIAN","N","N","Freshman",4.14,"N","N","N","Anaheim Disc Christian J/S Hs",NA,"BIOL","First Time Freshman","Second Year","Yorba Linda","CA","N","Orange","9"
"537",537,537,537,537,"M","HISPANIC OR LATINO","Y","N","Freshman",3.95,"N","N","N",NA,"EN","CHEN","First Time Freshman","First Year","Perris","CA","N","Riverside","7"
"538",538,538,538,538,"M","HISPANIC OR LATINO","Y","N","Freshman",3.8,"N","N","N",NA,"HS","PRBS","First Time Freshman","First Year","Lawndale","CA","N","Los Angeles","8"
"539",539,539,539,539,"F","HISPANIC OR LATINO","Y","Y","Freshman",4.18,"N","N","N","Dos Palos High School","HS","POSC","First Time Freshman","Third Year","El Nido","CA","Yes","Other","Other"
"540",540,540,540,540,"F","HISPANIC OR LATINO","N","Y","Transfer",NA,"N","N","N","Chaffey College",NA,"BIOL","First Time Transfer","Other","Ontario","CA","N","San Bernardino","7"
"541",541,541,541,541,"F","HISPANIC OR LATINO","N","Y","Freshman",4.1,"N","N","N","University Preparatory","HS","PSYC","First Time Freshman","Third Year","Victorville","CA","N","San Bernardino","7"
"542",542,542,542,542,"F","HISPANIC OR LATINO","Y","Y","Freshman",4.25,"N","N","N","Arlington High School","HS","PSYC","First Time Freshman","Third Year","Riverside","CA","Yes","Riverside","7"
"543",543,543,543,543,"F","HISPANIC OR LATINO","N","N","Freshman",3.92,"Y","N","N","Valencia High School",NA,"BIOL","First Time Freshman","Second Year","Riverside","CA","Yes","Riverside","7"
"544",544,544,544,544,"M","HISPANIC OR LATINO","N","N","Transfer",NA,"N","N","N",NA,"HS","HIST","First Time Transfer","Incoming Transfer","Moreno Valley","CA","N","Riverside","7"
"545",545,545,545,545,"F","MULTI-RACIAL","N","Y","Freshman",NA,"N","N","N",NA,NA,"BIOL","First Time Freshman","First Year","Santa Ynez","CA","Yes","Other","Other"
"546",546,546,546,546,"M","ASIAN","N","N","Freshman",3.7,"N","N","N","Vista Murrieta High School","HS","POSC","First Time Freshman","Second Year","Menifee","CA","Yes","Riverside","7"
"547",547,547,547,547,"M","WHITE","N","N","Freshman",4.08,"N","Y","N","Palos Verdes Peninsula Hs","EN","BIEN","First Time Freshman","Other","Sherman Oaks","CA","Yes","Other","Other"
"548",548,548,548,548,"M","WHITE","N","N","Freshman",3.95,"N","N","N",NA,NA,"STAT","First Time Freshman","First Year","Newberry Springs","CA","N","Other","Other"
"549",549,549,549,549,"M","WHITE","N","N","Freshman",4.16,"N","Y","N",NA,"EN","CSBM","First Time Freshman","Second Year","Poway","CA","Yes","San Diego","10"
"550",550,550,550,550,"F","HISPANIC OR LATINO","N","Y","Freshman",4.4,"N","N","Y",NA,"EN","MCBM","First Time Freshman","First Year","Moreno Valley","CA","N","Riverside","7"
"551",551,551,551,551,"M","HISPANIC OR LATINO","N","Y","Transfer",NA,"N","N","N","Crafton Hills College","HS","ENGL","First Time Transfer","Other","Beaumont","CA","Yes","Riverside","7"
"552",552,552,552,552,"M","WHITE","N","Y","Freshman",3.72,"Y","N","N","Legacy High School",NA,"BCH","First Time Freshman","Other","San Jose","CA","Yes","Santa Clara","3"
"553",553,553,553,553,"F","MULTI-RACIAL","N","N","Freshman",3.43,"N","N","N","Los Alamitos High School","HS","PRBS","First Time Freshman","Second Year","Los Alamitos","CA","Yes","Orange","9"
"554",554,554,554,554,"F","WHITE","N","N","Freshman",3.86,"Y","N","N","Aquinas High School","EN","CHEN","First Time Freshman","Other","Highland","CA","Yes","San Bernardino","7"
"555",555,555,555,555,"M","WHITE","N","N","Freshman",3.83,"N","N","N","Point Loma High School",NA,"STAT","First Time Freshman","Second Year","San Diego","CA","N","San Diego","10"
"556",556,556,556,556,"M","MULTI-RACIAL","N","Y","Freshman",3.86,"N","N","N",NA,"HS","PRBS","First Time Freshman","First Year","Altadena","CA","N","Other","Other"
"557",557,557,557,557,"F","HISPANIC OR LATINO","N","Y","Transfer",NA,"N","N","N","Victor Valley College",NA,"BIOL","First Time Transfer","Other","Apple Valley","CA","Yes","San Bernardino","7"
"558",558,558,558,558,"F","MULTI-RACIAL","N","N","Freshman",3.5,"N","N","N","La Jolla Country Day School",NA,"NURO","First Time Freshman","Third Year","San Diego","CA","Yes","San Diego","10"
"559",559,559,559,559,"F","BLACK OR AFRICAN AMERICAN","N","Y","Freshman",4.06,"N","N","N",NA,"HS","TFDP","First Time Freshman","First Year","Dayton","Out-Of-State","Yes","Other","Other"
"560",560,560,560,560,"M","HISPANIC OR LATINO","N","N","Transfer",NA,"N","N","N","Mount San Jacinto College","HS","MUS","First Time Transfer","Other","Beaumont","CA","N","Riverside","7"
"561",561,561,561,561,"F","HISPANIC OR LATINO","N","Y","Transfer",NA,"N","N","N",NA,NA,"BCH","First Time Transfer","Incoming Transfer","Murrieta","CA","N","Riverside","7"
"562",562,562,562,562,"F","HISPANIC OR LATINO","N","N","Freshman",NA,"N","N","N",NA,NA,"BIOL","First Time Freshman","First Year","Corona","CA","N","Riverside","7"
"563",563,563,563,563,"F","HISPANIC OR LATINO","N","Y","Freshman",4.18,"Y","N","N","Hesperia High School",NA,"BIOL","First Time Freshman","Second Year","Hesperia","CA","Yes","San Bernardino","7"
"564",564,564,564,564,"M","HISPANIC OR LATINO","N","Y","Transfer",NA,"N","N","N",NA,"EN","BIEN","First Time Transfer","Incoming Transfer","Canyon Lake","CA","N","Riverside","7"
"565",565,565,565,565,"M","WHITE","N","Y","Freshman",4.04,"N","N","N",NA,NA,"BCH","First Time Freshman","First Year","Yorba Linda","CA","Yes","Orange","9"
"566",566,566,566,566,"M","HISPANIC OR LATINO","Y","Y","Freshman",4.2,"N","N","N",NA,NA,"BIOL","First Time Freshman","Second Year","Cathedral City","CA","N","Riverside","7"
"567",567,567,567,567,"M","HISPANIC OR LATINO","N","Y","Transfer",NA,"N","N","N","Chaffey College",NA,"BCH","First Time Transfer","Other","Colton","CA","Yes","San Bernardino","7"
"568",568,568,568,568,"M","HISPANIC OR LATINO","N","Y","Freshman",3.95,"N","N","N","Damien High School",NA,"BIOL","First Time Freshman","Second Year","Ontario","CA","Yes","San Bernardino","7"
"569",569,569,569,569,"F","HISPANIC OR LATINO","N","N","Freshman",3.8,"N","N","N","John W North High School",NA,"BIOL","First Time Freshman","Third Year","Riverside","CA","N","Riverside","7"
"570",570,570,570,570,"F","HISPANIC OR LATINO","N","Y","Freshman",NA,"N","N","N",NA,"HS","HSUN","First Time Freshman","Second Year","Burbank","CA","N","Los Angeles","8"
"571",571,571,571,571,"F","HISPANIC OR LATINO","Y","Y","Transfer",NA,"N","N","N","Mount San Jacinto College","BU","BSAD","First Time Transfer","Other","San Jacinto","CA","N","Riverside","7"
"572",572,572,572,572,"F","HISPANIC OR LATINO","Y","Y","Transfer",NA,"N","N","N","San Bernardino Valley College","EN","ENEN","First Time Transfer","Other","San Bernandino","CA","N","Other","Other"
"573",573,573,573,573,"M","WHITE","N","N","Other",NA,"N","N","N",NA,"EN","CEN","First Time Transfer","Incoming Transfer","Coronado","CA","N","San Diego","10"
"574",574,574,574,574,"N","Other","N","Y","Freshman",3.95,"N","N","N",NA,NA,"BIOL","First Time Freshman","First Year","Antioch","CA","N","Contra Costa","3"
"575",575,575,575,575,"M","ASIAN","N","N","Freshman",3.9,"N","N","N",NA,"EN","ENCS","First Time Freshman","Second Year","Bakersfield","CA","N","Kern","6"
"576",576,576,576,576,"F","ASIAN","N","N","Freshman",3.3,"N","N","N","Monta Vista High School",NA,"NURO","First Time Freshman","Other","Cupertino","CA","Yes","Santa Clara","3"
"577",577,577,577,577,"M","HISPANIC OR LATINO","N","Y","Freshman",4.05,"N","N","N","Summit High School",NA,"BIOL","First Time Freshman","Second Year","Fontana","CA","Yes","San Bernardino","7"
"578",578,578,578,578,"F","HISPANIC OR LATINO","N","Y","Freshman",NA,"N","N","N",NA,"HS","NRSC","First Time Freshman","Third Year","Riverside","CA","N","Riverside","7"
"579",579,579,579,579,"M","HISPANIC OR LATINO","Y","Y","Transfer",NA,"N","N","N",NA,NA,"BIOL","First Time Transfer","Incoming Transfer","EL CAJON","CA","N","Other","Other"
"580",580,580,580,580,"F","WHITE","N","N","Freshman",3.96,"N","N","N",NA,NA,"BIOL","First Time Freshman","Second Year","Anaheim","CA","N","Orange","9"
"581",581,581,581,581,"M","HISPANIC OR LATINO","N","N","Freshman",3.64,"N","N","N","Capistrano Valley High School",NA,"NURO","First Time Freshman","Second Year","Mission Viejo","CA","Yes","Orange","9"
"582",582,582,582,582,"F","ASIAN","Y","N","Freshman",4.18,"N","N","N","Colony High School",NA,"BCH","First Time Freshman","Second Year","Ontario","CA","N","San Bernardino","7"
"583",583,583,583,583,"M","NON-RESIDENT ALIEN","N","N","Transfer",NA,"N","N","N",NA,"EN","ENCS","First Time Transfer","Incoming Transfer","Ghaemshahr","Out-Of-State","N","Other","Other"
"584",584,584,584,584,"M","ASIAN","N","N","Freshman",3.81,"N","N","N","Great Oak High School","HS","PRBS","First Time Freshman","Second Year","Temecula","CA","Yes","Riverside","7"
"585",585,585,585,585,"F","HISPANIC OR LATINO","Y","Y","Freshman",4.36,"N","N","N","Henry J Kaiser High School","HS","SUST","First Time Freshman","Second Year","Fontana","CA","N","San Bernardino","7"
"586",586,586,586,586,"M","HISPANIC OR LATINO","Y","Y","Freshman",4.16,"N","Y","N","John W North High School","EN","CEN","First Time Freshman","Second Year","Riverside","CA","N","Riverside","7"
"587",587,587,587,587,"F","WHITE","N","Y","Transfer",NA,"N","N","N",NA,"HS","PSPS","First Time Transfer","Incoming Transfer","Beaumont","CA","Yes","Riverside","7"
"588",588,588,588,588,"F","HISPANIC OR LATINO","Y","Y","Freshman",3.94,"N","N","N","F Bravo Medical Magnet Hs","HS","ENGL","First Time Freshman","Second Year","Los Angeles","CA","Yes","Los Angeles","8"
"589",589,589,589,589,"M","WHITE","N","Y","Transfer",NA,"N","N","N",NA,"EN","MCEN","First Time Transfer","Incoming Transfer","Perris","CA","N","Riverside","7"
"590",590,590,590,590,"F","ASIAN","N","N","Freshman",3.9,"N","N","N",NA,"HS","PSYC","First Time Freshman","First Year","Hemet","CA","N","Riverside","7"
"591",591,591,591,591,"F","HISPANIC OR LATINO","N","N","Freshman",4,"N","N","N","Citrus Valley High School","HS","PSYC","First Time Freshman","Other","Yucaipa","CA","Yes","San Bernardino","7"
"592",592,592,592,592,"F","HISPANIC OR LATINO","N","N","Transfer",NA,"N","N","N",NA,"HS","SOC","First Time Transfer","Incoming Transfer","Rancho Cucamonga","CA","Yes","San Bernardino","7"
"593",593,593,593,593,"M","HISPANIC OR LATINO","Y","Y","Transfer",NA,"N","N","N","Mount San Jacinto College","BU","BSAD","First Time Transfer","Other","Menifee","CA","Yes","Riverside","7"
"594",594,594,594,594,"M","ASIAN","N","Y","Transfer",NA,"N","N","N",NA,"BU","BSAD","First Time Transfer","Incoming Transfer","North Hollywood","CA","Yes","Other","Other"
"595",595,595,595,595,"F","HISPANIC OR LATINO","N","Y","Freshman",4.04,"N","N","N","Etiwanda High School",NA,"CHEM","First Time Freshman","Second Year","Bloomington","CA","Yes","Other","Other"
"596",596,596,596,596,"F","HISPANIC OR LATINO","Y","Y","Freshman",4.27,"N","Y","N","Norco High School","EN","MCEN","First Time Freshman","Second Year","Mira Loma","CA","Yes","Other","Other"
"597",597,597,597,597,"F","HISPANIC OR LATINO","Y","Y","Transfer",NA,"N","N","N",NA,NA,"NURO","First Time Transfer","Incoming Transfer","Riverside","CA","N","Riverside","7"
"598",598,598,598,598,"F","HISPANIC OR LATINO","Y","Y","Freshman",3.79,"N","N","N",NA,"HS","SOC","First Time Freshman","Second Year","Thousand Oaks","CA","N","Ventura","5"
"599",599,599,599,599,"F","HISPANIC OR LATINO","Y","Y","Freshman",3.45,"N","N","N","Rubidoux High School","EN","CHEN","First Time Freshman","Other","Riverside","CA","Yes","Riverside","7"
